annual_revenue,billing,billing.amount,billing.currency,billing.plan,created_at,domain,email,employee_count,id,industry,integrations,integrations.hubspot,integrations.salesforce,integrations.slack,metadata,metadata.account_manager,metadata.priority,metadata.region,metadata.support_level,metadata.tier,name,updated_at
38735869,,,,,2023-08-17T00:00:00Z,urbanplanning.example,contact73@urbanplanning.example,915,1073,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 5}",Lisa Wang,5,central,standard,professional,Urban Planning Consultants #73,2023-09-08T00:00:00Z
170436463,,,,,2023-02-06T00:00:00Z,renewableresources.example,contact74@renewableresources.example,84,1074,energy,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 1}",Sarah Johnson,1,east,basic,starter,Renewable Resources Corp #74,2023-08-12T00:00:00Z
100043561,,,,,2023-01-13T00:00:00Z,mobileapp.example,contact75@mobileapp.example,887,1075,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 5}",Lisa Wang,5,west,premium,professional,Mobile App Development #75,2023-02-25T00:00:00Z
117654148,,,,,2023-03-23T00:00:00Z,dataanalytics.example,contact76@dataanalytics.example,237,1076,analytics,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 4}",Alex Thompson,4,south,basic,enterprise,Data Analytics Firm #76,2023-05-05T00:00:00Z
166377893,,,,,2023-12-26T00:00:00Z,cybersecurity.example,contact77@cybersecurity.example,220,1077,security,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 2}",Morgan Davis,2,central,standard,starter,Cybersecurity Solutions #77,2024-04-01T00:00:00Z
10146546,,,,,2023-11-26T00:00:00Z,ecommerce.example,contact78@ecommerce.example,442,1078,retail,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 2}",Casey Miller,2,central,basic,starter,E-commerce Platform #78,2024-03-16T00:00:00Z
112502935,,,,,2023-08-15T00:00:00Z,airesearch.example,contact79@airesearch.example,41,1079,research,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""west"", ""priority"": 3}",Morgan Davis,3,west,basic,starter,AI Research Institute #79,2024-01-23T00:00:00Z
33488962,"{""plan"": ""annual"", ""amount"": 6186, ""currency"": ""USD""}",6186,USD,annual,2023-12-01T00:00:00Z,techsolutions.example,contact80@techsolutions.example,764,1080,technology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 1}",Taylor Brown,1,north,standard,enterprise,Tech Solutions Inc #80,2024-04-11T00:00:00Z
135264142,,,,,2023-09-17T00:00:00Z,greenenergy.example,contact81@greenenergy.example,911,1081,renewable_energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""north"", ""priority"": 2}",Lisa Wang,2,north,standard,enterprise,Green Energy Co #81,2023-10-22T00:00:00Z
62746261,,,,,2024-04-13T00:00:00Z,creativedesign.example,contact82@creativedesign.example,178,1082,design,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""north"", ""priority"": 2}",Emily Rodriguez,2,north,standard,starter,Creative Design Studio #82,2024-10-19T00:00:00Z
161552738,"{""plan"": ""annual"", ""amount"": 1896, ""currency"": ""USD""}",1896,USD,annual,2024-04-07T00:00:00Z,globallogistics.example,contact83@globallogistics.example,306,1083,logistics,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 5}",Michael Chen,5,east,premium,professional,Global Logistics LLC #83,2024-10-19T00:00:00Z
16746481,,,,,2024-05-01T00:00:00Z,healthwellness.example,contact84@healthwellness.example,698,1084,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 3}",Michael Chen,3,central,premium,enterprise,Health & Wellness Center #84,2024-06-13T00:00:00Z
172136504,,,,,2023-12-17T00:00:00Z,innovativesoftware.example,contact85@innovativesoftware.example,3,1085,software,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""west"", ""priority"": 1}",Taylor Brown,1,west,basic,enterprise,Innovative Software Labs #85,2024-05-22T00:00:00Z
5158814,"{""plan"": ""annual"", ""amount"": 7545, ""currency"": ""USD""}",7545,USD,annual,2023-12-25T00:00:00Z,artisancoffee.example,contact86@artisancoffee.example,668,1086,food_beverage,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 5}",Michael Chen,5,east,basic,starter,Artisan Coffee Roasters #86,2024-01-14T00:00:00Z
77926210,,,,,2023-06-20T00:00:00Z,edupublishing.example,contact87@edupublishing.example,277,1087,education,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""east"", ""priority"": 3}",Emily Rodriguez,3,east,basic,enterprise,Educational Publishing House #87,2023-12-12T00:00:00Z
114732417,,,,,2023-04-10T00:00:00Z,sustainablefashion.example,contact88@sustainablefashion.example,463,1088,fashion,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 1}",Taylor Brown,1,north,basic,professional,Sustainable Fashion Brand #88,2023-06-14T00:00:00Z
186752782,,,,,2024-04-24T00:00:00Z,advancedmfg.example,contact89@advancedmfg.example,798,1089,manufacturing,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 4}",Sarah Johnson,4,south,standard,starter,Advanced Manufacturing Corp #89,2024-06-07T00:00:00Z
20228324,"{""plan"": ""annual"", ""amount"": 2383, ""currency"": ""USD""}",2383,USD,annual,2023-09-22T00:00:00Z,digitalmarketing.example,contact90@digitalmarketing.example,236,1090,marketing,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""central"", ""priority"": 1}",Jordan Lee,1,central,premium,professional,Digital Marketing Agency #90,2023-11-11T00:00:00Z
175956242,"{""plan"": ""monthly"", ""amount"": 8729, ""currency"": ""USD""}",8729,USD,monthly,2024-03-05T00:00:00Z,cloudservices.example,contact91@cloudservices.example,439,1091,cloud_computing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""central"", ""priority"": 5}",Taylor Brown,5,central,premium,enterprise,Cloud Services Provider #91,2024-07-08T00:00:00Z
36621106,"{""plan"": ""monthly"", ""amount"": 7425, ""currency"": ""USD""}",7425,USD,monthly,2023-01-03T00:00:00Z,biotechresearch.example,contact92@biotechresearch.example,773,1092,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 1}",Lisa Wang,1,east,premium,enterprise,Biotech Research Lab #92,2023-05-21T00:00:00Z
38933097,,,,,2023-11-03T00:00:00Z,urbanplanning.example,contact93@urbanplanning.example,668,1093,consulting,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 3}",Alex Thompson,3,south,basic,enterprise,Urban Planning Consultants #93,2024-03-21T00:00:00Z
138618371,,,,,2023-11-02T00:00:00Z,renewableresources.example,contact94@renewableresources.example,615,1094,energy,"{""salesforce"": false, ""hubspot"": false, ""slack"": true}",False,False,True,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 2}",Taylor Brown,2,south,standard,enterprise,Renewable Resources Corp #94,2024-02-15T00:00:00Z
176245292,,,,,2023-02-05T00:00:00Z,mobileapp.example,contact95@mobileapp.example,563,1095,mobile,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""central"", ""priority"": 3}",Michael Chen,3,central,standard,starter,Mobile App Development #95,2023-06-07T00:00:00Z
82510352,"{""plan"": ""monthly"", ""amount"": 7657, ""currency"": ""USD""}",7657,USD,monthly,2023-08-29T00:00:00Z,dataanalytics.example,contact96@dataanalytics.example,538,1096,analytics,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 1}",David Kim,1,central,basic,enterprise,Data Analytics Firm #96,2023-12-27T00:00:00Z
154445329,,,,,2023-05-03T00:00:00Z,cybersecurity.example,contact97@cybersecurity.example,668,1097,security,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 5}",Lisa Wang,5,central,premium,enterprise,Cybersecurity Solutions #97,2023-06-01T00:00:00Z
2086663,"{""plan"": ""annual"", ""amount"": 239, ""currency"": ""USD""}",239,USD,annual,2023-11-01T00:00:00Z,ecommerce.example,contact98@ecommerce.example,829,1098,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 4}",Casey Miller,4,west,standard,enterprise,E-commerce Platform #98,2024-03-19T00:00:00Z
172579706,"{""plan"": ""monthly"", ""amount"": 4651, ""currency"": ""USD""}",4651,USD,monthly,2023-08-27T00:00:00Z,airesearch.example,contact99@airesearch.example,120,1099,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""north"", ""priority"": 1}",Michael Chen,1,north,standard,enterprise,AI Research Institute #99,2023-11-11T00:00:00Z
134708435,"{""plan"": ""annual"", ""amount"": 3040, ""currency"": ""USD""}",3040,USD,annual,2023-08-01T00:00:00Z,techsolutions.example,contact100@techsolutions.example,233,1100,technology,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""north"", ""priority"": 2}",Morgan Davis,2,north,standard,professional,Tech Solutions Inc #100,2023-12-11T00:00:00Z
113063324,,,,,2023-09-02T00:00:00Z,greenenergy.example,contact101@greenenergy.example,830,1101,renewable_energy,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""north"", ""priority"": 3}",Emily Rodriguez,3,north,standard,starter,Green Energy Co #101,2023-11-04T00:00:00Z
94042488,,,,,2023-03-31T00:00:00Z,creativedesign.example,contact102@creativedesign.example,598,1102,design,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 1}",Emily Rodriguez,1,central,basic,professional,Creative Design Studio #102,2023-06-12T00:00:00Z
130084516,,,,,2023-05-13T00:00:00Z,globallogistics.example,contact103@globallogistics.example,52,1103,logistics,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 1}",Lisa Wang,1,east,standard,enterprise,Global Logistics LLC #103,2023-08-07T00:00:00Z
42048743,,,,,2023-01-22T00:00:00Z,healthwellness.example,contact104@healthwellness.example,993,1104,healthcare,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 5}",Jordan Lee,5,south,standard,professional,Health & Wellness Center #104,2023-08-07T00:00:00Z
191002725,,,,,2023-03-15T00:00:00Z,innovativesoftware.example,contact105@innovativesoftware.example,445,1105,software,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 1}",Taylor Brown,1,north,standard,enterprise,Innovative Software Labs #105,2023-05-07T00:00:00Z
174081314,,,,,2024-01-16T00:00:00Z,artisancoffee.example,contact106@artisancoffee.example,741,1106,food_beverage,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 2}",David Kim,2,east,standard,enterprise,Artisan Coffee Roasters #106,2024-02-03T00:00:00Z
36512775,,,,,2023-03-31T00:00:00Z,edupublishing.example,contact107@edupublishing.example,629,1107,education,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 2}",Lisa Wang,2,south,standard,starter,Educational Publishing House #107,2023-05-03T00:00:00Z
3425219,"{""plan"": ""annual"", ""amount"": 8227, ""currency"": ""USD""}",8227,USD,annual,2024-01-27T00:00:00Z,sustainablefashion.example,contact108@sustainablefashion.example,608,1108,fashion,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""central"", ""priority"": 4}",Lisa Wang,4,central,premium,enterprise,Sustainable Fashion Brand #108,2024-02-02T00:00:00Z
154705736,,,,,2023-03-21T00:00:00Z,advancedmfg.example,contact109@advancedmfg.example,959,1109,manufacturing,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 5}",Taylor Brown,5,east,premium,starter,Advanced Manufacturing Corp #109,2023-08-27T00:00:00Z
174513643,,,,,2023-10-05T00:00:00Z,digitalmarketing.example,contact110@digitalmarketing.example,412,1110,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""west"", ""priority"": 4}",Michael Chen,4,west,premium,enterprise,Digital Marketing Agency #110,2024-01-25T00:00:00Z
19469992,"{""plan"": ""monthly"", ""amount"": 2193, ""currency"": ""USD""}",2193,USD,monthly,2023-12-21T00:00:00Z,cloudservices.example,contact111@cloudservices.example,809,1111,cloud_computing,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 2}",Sarah Johnson,2,south,premium,professional,Cloud Services Provider #111,2024-05-21T00:00:00Z
29469650,,,,,2023-10-30T00:00:00Z,biotechresearch.example,contact112@biotechresearch.example,836,1112,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""central"", ""priority"": 2}",Jordan Lee,2,central,basic,enterprise,Biotech Research Lab #112,2023-12-27T00:00:00Z
163603749,,,,,2023-05-31T00:00:00Z,urbanplanning.example,contact113@urbanplanning.example,834,1113,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 5}",Taylor Brown,5,south,premium,professional,Urban Planning Consultants #113,2023-09-06T00:00:00Z
97033843,"{""plan"": ""monthly"", ""amount"": 5739, ""currency"": ""USD""}",5739,USD,monthly,2023-01-02T00:00:00Z,renewableresources.example,contact114@renewableresources.example,178,1114,energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 2}",Alex Thompson,2,south,standard,enterprise,Renewable Resources Corp #114,2023-06-13T00:00:00Z
77119264,"{""plan"": ""annual"", ""amount"": 1735, ""currency"": ""USD""}",1735,USD,annual,2023-10-13T00:00:00Z,mobileapp.example,contact115@mobileapp.example,654,1115,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""west"", ""priority"": 2}",David Kim,2,west,basic,professional,Mobile App Development #115,2024-03-17T00:00:00Z
110069406,"{""plan"": ""monthly"", ""amount"": 146, ""currency"": ""USD""}",146,USD,monthly,2024-05-02T00:00:00Z,dataanalytics.example,contact116@dataanalytics.example,985,1116,analytics,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 1}",Taylor Brown,1,east,standard,professional,Data Analytics Firm #116,2024-07-17T00:00:00Z
